Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
smart-multifunctional-handlebar-bag,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0310/9175/3099/products/2_59b8f182-4354-41a8-8c7d-092a95a6732e.gif?v=1606227757,2,,,,,,,,,,,,,,,,,,,,,,
smart-multifunctional-handlebar-bag,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0310/9175/3099/products/3.gif?v=1606227763,3,,,,,,,,,,,,,,,,,,,,,,
smart-multifunctional-handlebar-bag,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0310/9175/3099/products/4_38c51e2c-033a-47b0-a6dc-687419052235.jpg?v=1606227766,4,,,,,,,,,,,,,,,,,,,,,,
smart-multifunctional-handlebar-bag,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0310/9175/3099/products/5.gif?v=1606227768,5,,,,,,,,,,,,,,,,,,,,,,
smart-multifunctional-handlebar-bag,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0310/9175/3099/products/6_3c63b810-435d-4b8c-aa73-8d93b9b70005.jpg?v=1606227771,6,,,,,,,,,,,,,,,,,,,,,,
snow-fall-led-lights-2,Snow Fall LED Lights - Buy 5 Get Free Shipping,"<p style=""text-align: center;"" data-mce-style=""text-align: center;""><span style=""color: #ff2a00;"" data-mce-style=""color: #ff2a00;""> <strong>🔥7<em>185</em> sold in last 48<em> hours</em>🔥</strong></span></p>
<p data-cel-widget=""aplus-module-11""><strong><img height=""164"" width=""346"" alt="""" src=""https://cdn.xshoppy.shop/uploader/ea672c5085aac64fde586228d2494c7b.jpg"" data-mce-fragment=""1"" data-mce-src=""https://cdn.xshoppy.shop/uploader/ea672c5085aac64fde586228d2494c7b.jpg""><br></strong></p>
<ul>
<li><strong>Free One Years Product Warranty</strong></li>
<li>
<strong>Returns</strong>&gt;&gt; Fast refund, Money-Back Guarantee.</li>
</ul>
<p style=""text-align: center;"" data-mce-style=""text-align: center;""><strong>Buy <span style=""color: #ff0000;"" mce-data-marked=""1"" data-mce-style=""color: #ff0000;"">5 <span style=""color: #000000;"">SAVE</span> $5</span></strong></p>
<p style=""text-align: center;"" data-mce-style=""text-align: center;""><strong>Buy <span style=""color: #ff2a00;"">10</span> SAVE <span style=""color: #ff2a00;"">$12</span></strong></p>
<p style=""text-align: center;"" data-mce-style=""text-align: center;""><strong><span style=""color: #ff2a00;""><span style=""color: #000000;"">Buy</span><span> 15</span> <span style=""color: #000000;"">SAVE </span>$20</span></strong></p>
<p style=""text-align: center;"" data-mce-style=""text-align: center;""><br></p>
<p><span style=""color: #2b00ff;"" data-mce-style=""color: #2b00ff;""><em>(No need to use coupon codes, the system will automatically reduce the price after adding to the cart.) </em></span></p>
<p><strong><img height=""101"" width=""328"" alt="""" src=""https://cdn.shopify.com/s/files/1/0069/9783/5865/files/X1003_f0548d45-c0ea-4d91-8ffd-60e46f7a00d0_480x480.gif?v=1570784705""></strong></p>
<p><strong>Turn your garden into a secret magical place with<span style=""color: #401afa;"" data-mce-style=""color: #401afa;""> Snow Fall Lights! </span>Watch them fall down<span style=""color: #e60be6;"" data-mce-style=""color: #e60be6;""> like real life snow and sparkle up the night!</span></strong></p>
<p><img alt="""" src=""https://cdn.shopify.com/s/files/1/0069/9783/5865/files/01_13413553-5e46-416c-9fa4-4b48da6df8f3_480x480.gif?v=1570860778"" width=""324"" height=""324""></p>
<p><span style=""color: #2c07e6;"" data-mce-style=""color: #2c07e6;""><strong>Perfect holiday atmosphere, create romance.</strong></span></p>
<p><img height=""317"" width=""317"" alt="""" src=""https://cdn.shopify.com/s/files/1/0069/9783/5865/files/01_1_480x480.gif?v=1570860851""></p>
<ul>
<li>
<strong>Meteor Shower</strong> <span style=""color: #e02d0a;"" data-mce-style=""color: #e02d0a;"">Effect with Romantic Aesthetic:</span> Led meteor shower lights, the light of every bulb turns on and out one by one in sequence and quickly just like meteor shower or falling snow in the night sky, very beautiful. </li>
</ul>
<ul>
<li>
<strong>Holiday Decoration:</strong> P<span style=""color: #340fed;"" data-mce-style=""color: #340fed;"">erfect for Christmas, New Year, Wedding, Party, Valentine's Day, Business Celebration and any celebrating time.</span> <span style=""color: #e308e3;"" data-mce-style=""color: #e308e3;"">Suit for Homes, Gardens, Lawns, Patios, Christmas Trees.</span>
</li>
</ul>
<ul>
<li>
<strong>Application</strong><strong>:</strong> <span style=""color: #00aaff;"" data-mce-style=""color: #00aaff;"">Market engineering lighting, architectural decoration, decoration of trees along streets, parks, river, urban night lighting, </span>attractions landscaping, gardening, community night crystal decoration, hotels, shopping malls, night entertainment all over the environment decoration.</li>
</ul>
<ul>
<li><strong>Easy to use</strong></li>
</ul>
<p><img height=""306"" width=""319"" alt="""" src=""https://cdn.shopify.com/s/files/1/0069/9783/5865/files/5_e3409465-12eb-443b-a0e3-6775a1f01a05_480x480.jpg?v=1570785514""><img alt="""" src=""https://cdn.shopify.com/s/files/1/0438/9008/1942/files/81LkMeKOifL._AC_SL1500_480x480.jpg?v=1600913358"" width=""320"" height=""321"" data-mce-src=""https://cdn.shopify.com/s/files/1/0438/9008/1942/files/81LkMeKOifL._AC_SL1500_480x480.jpg?v=1600913358""><img height=""319"" width=""319"" src=""https://cdn.shopify.com/s/files/1/0199/1891/3590/files/218337734051_00-00-00--00-00-20_480x480.gif?v=1571797938""></p>
<p><span style=""color: #ff8000;"" data-mce-style=""color: #ff8000;""><em><strong>📣 The festival is approaching, what are you waiting for, quickly dress up your home in a colorful way✨</strong></em></span></p>
<p><strong>Specifications:</strong></p>
<ul>
<li>1 x Adecorty Falling Show Light(55cm/22in);</li>
<li>1 x<strong> （Your choice of）Plug;</strong>
</li>
<li>1PC -24 light wicks</li>
<li>1 x Directions for use</li>
</ul>
<ul></ul>
<p><strong></strong><img height=""66"" width=""341"" src=""https://cdn.shopify.com/s/files/1/0077/7502/7271/files/Guaranteednew_9d04fb92-9b58-4583-bdc8-0fd2b48f82de_480x480.png?v=1575961943"" style=""font-size: 1.4em;"" data-mce-style=""font-size: 1.4em;""></p>
<ol class=""a-ordered-list a-vertical""></ol>
<div style=""text-align: center;"" data-mce-style=""text-align: center;""><span style=""color: #ff2a00;"" data-mce-style=""color: #ff2a00;""><strong>★ Limited time, we will sell out fast!!!</strong></span></div>
<div style=""text-align: center;"" data-mce-style=""text-align: center;""><strong><span>Click on <span style=""color: #ff2a00;"" data-mce-style=""color: #ff2a00;"">""ADD TO CART""</span> to get yours now! </span></strong></div>
<h3 data-mce-fragment=""1""><span data-mce-fragment=""1""><strong data-mce-fragment=""1"">PAYMENT</strong></span></h3>
<p data-mce-fragment=""1"">PayPal is welcomed here.<br data-mce-fragment=""1"">If you<span data-mce-fragment=""1""> </span><strong data-mce-fragment=""1"">don't</strong><span data-mce-fragment=""1""> </span>have a PayPal account, we<span data-mce-fragment=""1""> </span><strong data-mce-fragment=""1"">accept all credit cards:<span style=""color: #2b00ff;"" data-mce-fragment=""1"" data-mce-style=""color: #2b00ff;""> just select 'PayPal' and click the 'Pay with Debit or Credit Card' button.</span></strong></p>
<p data-mce-fragment=""1""><strong data-mce-fragment=""1""><span data-mce-fragment=""1""><img src=""https://cdn.shopify.com/s/files/1/0065/1162/4259/files/tection_400x_1be31b3f-0a7d-4977-8c90-315a449ca705_large.png?v=1540434969"" data-mce-fragment=""1"" data-mce-src=""https://cdn.shopify.com/s/files/1/0065/1162/4259/files/tection_400x_1be31b3f-0a7d-4977-8c90-315a449ca705_large.png?v=1540434969""></span></strong></p>
<p data-mce-fragment=""1""><span style=""color: #ff2a00;"" data-mce-fragment=""1"" data-mce-style=""color: #ff2a00;""><strong data-mce-fragment=""1"">OUR WAREHOUSE. READY TO SEND YOUR ORDER! </strong></span></p>
<p data-mce-fragment=""1""><span style=""color: #ff2a00;"" data-mce-fragment=""1"" data-mce-style=""color: #ff2a00;""><span style=""color: #000000;"">We have shipping logistics warehouses in most countries/regions</span><span style=""color: #2b00ff;""> <em>(such as Australia, the United States, Canada, the United Kingdom, and Brazil).</em> </span><span style=""color: #000000;"">We will automatically assign the nearest shipping warehouse based on the address of the customer's order. You can receive it in 5-12 days as soon as possible. </span></span></p>
<div data-mce-fragment=""1"">
<div data-mce-fragment=""1"">
<div data-mce-fragment=""1"">
<div data-mce-fragment=""1"">
<div data-mce-fragment=""1"">
<ul class=""default"" data-mce-fragment=""1"">
<li class=""default"" data-mce-fragment=""1"">
<strong data-mce-fragment=""1"">Shipping--</strong>Worldwide Express Shipping Available</li>
<li class=""default"" data-mce-fragment=""1"">
<strong data-mce-fragment=""1"">Delivery time--</strong>Worldwide 5-12 days</li>
<li class=""default"" data-mce-fragment=""1"">
<strong data-mce-fragment=""1"">Handling time--</strong>Ship within 24 hours after payment</li>
<li class=""default"" data-mce-fragment=""1"">
<strong data-mce-fragment=""1"">Fast refund--</strong>100% Money Back Guarantee </li>
</ul>
</div>
</div>
</div>
</div>
</div>
<h3 data-mce-fragment=""1""><img src=""https://cdn.shopify.com/s/files/1/0090/8076/6564/files/Marque-of-Brands-Warehouse.jpg?5552887177944330841"" width=""343"" height=""200"" data-mce-fragment=""1"" data-mce-src=""https://cdn.shopify.com/s/files/1/0090/8076/6564/files/Marque-of-Brands-Warehouse.jpg?5552887177944330841""></h3>
<div data-mce-fragment=""1"" yne-bulb-block=""paragraph"">
<div>
<p>📦 <strong>Insured Worldwide Shipping: </strong>Each order includes real-time tracking details and insurance coverage in the unlikely event that a package gets lost or stolen in transit.</p>
<p>💰 <strong>Money-Back Guarantee: </strong>If your items arrive damaged or become defective within 30 days of <em>normal </em>usage, we will gladly issue out a replacement or refund.</p>
<p>✉️ <strong>24/7 Customer Support: </strong>We have a team of live reps ready to help any questions you have within a 24-hour time frame, 7 days a week. We would love to hear from you, contact us on Email:<strong><span> </span>info@curdlt.com</strong></p>
<p>🔒 <strong>Safe &amp; Secure Checkouts: </strong>We use state-of-the-art SSL Secure encryption to keep your personal and financial information 100% protected.</p>
</div>
<p><img height=""175"" width=""333"" src=""https://cdn.shopify.com/s/files/1/0438/9008/1942/files/Gift-Ideas-for-Alzheimers-Dementia-Patients_fa55d8a6-d029-464a-8529-638d7781261e_480x480.jpg?v=1600482642"" alt=""""></p>
</div>",renstars,Super Value Deals,home,true,Color,Bule,Style,US,Size,1pce,ZZQ101501-us,0.0,,deny,manual,9.98,19.96,true,false,"",https://cdn.shopify.com/s/files/1/0310/9175/3099/products/58f60ce63290cfa7a4c1b3209ff16edd3a62b25d_0b1808f1-ff2e-4451-b55e-de6071af77c6.png?v=1606227786,1,,false,,,,,,,,,,,,,,,,,kg,,,active
snow-fall-led-lights-2,,,,,,,,Bule,,US,,5pce SAVE $5,ZZQ101501-us*5,0.0,,deny,manual,44.90,19.96,true,false,"",https://cdn.shopify.com/s/files/1/0310/9175/3099/products/71IDCqnHMaL._AC_SL1002.jpg?v=1606227789,2,,,,,,,,,,,,,,,,,,,kg,,,
snow-fall-led-lights-2,,,,,,,,Bule,,US,,10pce SAVE $12,ZZQ101501-us*10,0.0,,deny,manual,87.80,19.96,true,false,"",https://cdn.shopify.com/s/files/1/0310/9175/3099/products/81awNj8itiL._AC_SL1200.jpg?v=1606227795,3,,,,,,,,,,,,,,,,,,,kg,,,
snow-fall-led-lights-2,,,,,,,,Bule,,US,,15pce SAVE $20,ZZQ101501-us*15,0.0,,deny,manual,129.70,19.96,true,false,"",https://cdn.shopify.com/s/files/1/0310/9175/3099/products/20200929151551.jpg?v=1606227797,4,,,,,,,,,,,,,,,,,,,kg,,,
snow-fall-led-lights-2,,,,,,,,Bule,,UK,,1pce,ZZQ101501-uk,0.0,,deny,manual,9.98,19.96,true,false,"",https://cdn.shopify.com/s/files/1/0310/9175/3099/products/a2429a12172c936058a531667f157727dea32768_cc65fc5a-8462-452c-b956-42f023f85cbe.png?v=1606227799,5,,,,,,,,,,,,,,,,,,,kg,,,
snow-fall-led-lights-2,,,,,,,,Bule,,UK,,5pce SAVE $5,ZZQ101501-uk*5,0.0,,deny,manual,44.90,19.96,true,false,"",https://cdn.shopify.com/s/files/1/0310/9175/3099/products/20200929152436.jpg?v=1606227802,6,,,,,,,,,,,,,,,,,,,kg,,,
snow-fall-led-lights-2,,,,,,,,Bule,,UK,,10pce SAVE $12,ZZQ101501-uk*10,0.0,,deny,manual,87.80,19.96,true,false,"",https://cdn.shopify.com/s/files/1/0310/9175/3099/products/1419b283d9a708a861d740426d17f1a17e698ee4_d1085927-cb13-44e5-a54d-2f86176a5021.png?v=1606227810,7,,,,,,,,,,,,,,,,,,,kg,,,
snow-fall-led-lights-2,,,,,,,,Bule,,UK,,15pce SAVE $20,ZZQ101501-uk*15,0.0,,deny,manual,129.70,19.96,true,false,"",https://cdn.shopify.com/s/files/1/0310/9175/3099/products/ba1d237a78bf22396f72168f629bae11bc8d223b.png?v=1606227812,8,,,,,,,,,,,,,,,,,,,kg,,,
snow-fall-led-lights-2,,,,,,,,Bule,,AU,,1pce,ZZQ101501-au,0.0,,deny,manual,9.98,19.96,true,false,"",https://cdn.shopify.com/s/files/1/0310/9175/3099/products/71Z-X_cvpcL._AC_SL1000.jpg?v=1606227817,9,,,,,,,,,,,,,,,,,,,kg,,,
snow-fall-led-lights-2,,,,,,,,Bule,,AU,,5pce SAVE $5,ZZQ101501-au*5,0.0,,deny,manual,44.90,19.96,true,false,"",https://cdn.shopify.com/s/files/1/0310/9175/3099/products/81L7OqsA5iL._AC_SL1200.jpg?v=1606227822,10,,,,,,,,,,,,,,,,,,,kg,,,
snow-fall-led-lights-2,,,,,,,,Bule,,AU,,10pce SAVE $12,ZZQ101501-au*10,0.0,,deny,manual,87.80,19.96,true,false,"",https://cdn.shopify.com/s/files/1/0310/9175/3099/products/729aaab114fa83edfc2bbea02ef63ff65cccd011_57e785fc-1131-49f3-8ecc-e46e2cde5c72.png?v=1606227831,11,,,,,,,,,,,,,,,,,,,kg,,,
snow-fall-led-lights-2,,,,,,,,Bule,,AU,,15pce SAVE $20,ZZQ101501-au*15,0.0,,deny,manual,129.70,19.96,true,false,"",https://cdn.shopify.com/s/files/1/0310/9175/3099/products/1752b7e674342473f9472d9b521d38eb41d7d6f9_5104957f-5306-48e0-9c79-ee7a4da530e2.png?v=1606227835,12,,,,,,,,,,,,,,,,,,,kg,,,
snow-fall-led-lights-2,,,,,,,,Bule,,EU,,1pce,ZZQ101501-eu,0.0,,deny,manual,9.98,19.96,true,false,"",https://cdn.shopify.com/s/files/1/0310/9175/3099/products/5983fd1571f33502ccfadcdd2b1eb22a698b2f9c_35e824d1-138d-4889-8958-3c93a52d2389.png?v=1606227838,13,,,,,,,,,,,,,,,,,,,kg,,,
snow-fall-led-lights-2,,,,,,,,Bule,,EU,,5pce SAVE $5,ZZQ101501-eu*5,0.0,,deny,manual,44.90,19.96,true,false,"",https://cdn.shopify.com/s/files/1/0310/9175/3099/products/37a293928fe5b48b70f2066b329f2a8bf16d8a3c_72b94040-0489-4c35-8ca2-37804d6885c5.png?v=1606227853,14,,,,,,,,,,,,,,,,,,,kg,,,
snow-fall-led-lights-2,,,,,,,,Bule,,EU,,10pce SAVE $12,ZZQ101501-eu*10,0.0,,deny,manual,87.80,19.96,true,false,"",https://cdn.shopify.com/s/files/1/0310/9175/3099/products/c82e03f7323671eefb77e173e50f42355b62eba9_81fd9203-a9b8-4abc-9449-283212ee6e5d.png?v=1606227855,15,,,,,,,,,,,,,,,,,,,kg,,,
snow-fall-led-lights-2,,,,,,,,Bule,,EU,,15pce SAVE $20,ZZQ101501-eu*15,0.0,,deny,manual,129.70,19.96,true,false,"",,,,,,,,,,,,,,,,,,,,,kg,,,
snow-fall-led-lights-2,,,,,,,,White,,US,,1pce,ZZQ101502-us,0.0,,deny,manual,9.98,19.96,true,false,"",,,,,,,,,,,,,,,,,,,,,kg,,,
snow-fall-led-lights-2,,,,,,,,White,,US,,5pce SAVE $5,ZZQ101502-us*5,0.0,,deny,manual,44.90,19.96,true,false,"",,,,,,,,,,,,,,,,,,,,,kg,,,
snow-fall-led-lights-2,,,,,,,,White,,US,,10pce SAVE $12,ZZQ101502-us*10,0.0,,deny,manual,87.80,19.96,true,false,"",,,,,,,,,,,,,,,,,,,,,kg,,,
snow-fall-led-lights-2,,,,,,,,White,,US,,15pce SAVE $20,ZZQ101502-us*15,0.0,,deny,manual,129.70,19.96,true,false,"",,,,,,,,,,,,,,,,,,,,,kg,,,
snow-fall-led-lights-2,,,,,,,,White,,UK,,1pce,ZZQ101502-uk,0.0,,deny,manual,9.98,19.96,true,false,"",,,,,,,,,,,,,,,,,,,,,kg,,,
snow-fall-led-lights-2,,,,,,,,White,,UK,,5pce SAVE $5,ZZQ101502-uk*5,0.0,,deny,manual,44.90,19.96,true,false,"",,,,,,,,,,,,,,,,,,,,,kg,,,
snow-fall-led-lights-2,,,,,,,,White,,UK,,10pce SAVE $12,ZZQ101502-uk*10,0.0,,deny,manual,87.80,19.96,true,false,"",,,,,,,,,,,,,,,,,,,,,kg,,,
snow-fall-led-lights-2,,,,,,,,White,,UK,,15pce SAVE $20,ZZQ101502-uk*15,0.0,,deny,manual,129.70,19.96,true,false,"",,,,,,,,,,,,,,,,,,,,,kg,,,
snow-fall-led-lights-2,,,,,,,,White,,AU,,1pce,ZZQ101502-au,0.0,,deny,manual,9.98,19.96,true,false,"",,,,,,,,,,,,,,,,,,,,,kg,,,
snow-fall-led-lights-2,,,,,,,,White,,AU,,5pce SAVE $5,ZZQ101502-au*5,0.0,,deny,manual,44.90,19.96,true,false,"",,,,,,,,,,,,,,,,,,,,,kg,,,
snow-fall-led-lights-2,,,,,,,,White,,AU,,10pce SAVE $12,ZZQ101502-au*10,0.0,,deny,manual,87.80,19.96,true,false,"",,,,,,,,,,,,,,,,,,,,,kg,,,
snow-fall-led-lights-2,,,,,,,,White,,AU,,15pce SAVE $20,ZZQ101502-au*15,0.0,,deny,manual,129.70,19.96,true,false,"",,,,,,,,,,,,,,,,,,,,,kg,,,
snow-fall-led-lights-2,,,,,,,,White,,EU,,1pce,ZZQ101502-eu,0.0,,deny,manual,9.98,19.96,true,false,"",,,,,,,,,,,,,,,,,,,,,kg,,,
snow-fall-led-lights-2,,,,,,,,White,,EU,,5pce SAVE $5,ZZQ101502-eu*5,0.0,,deny,manual,44.90,19.96,true,false,"",,,,,,,,,,,,,,,,,,,,,kg,,,
snow-fall-led-lights-2,,,,,,,,White,,EU,,10pce SAVE $12,ZZQ101502-eu*10,0.0,,deny,manual,87.80,19.96,true,false,"",,,,,,,,,,,,,,,,,,,,,kg,,,
snow-fall-led-lights-2,,,,,,,,White,,EU,,15pce SAVE $20,ZZQ101501-eu*15,0.0,,deny,manual,129.70,19.96,true,false,"",,,,,,,,,,,,,,,,,,,,,kg,,,
snow-fall-led-lights-2,,,,,,,,Mulei-color,,US,,1pce,ZZQ101503-us,0.0,,deny,manual,9.98,19.96,true,false,"",,,,,,,,,,,,,,,,,,,,,kg,,,
snow-fall-led-lights-2,,,,,,,,Mulei-color,,US,,5pce SAVE $5,ZZQ101503-us*5,0.0,,deny,manual,44.90,19.96,true,false,"",,,,,,,,,,,,,,,,,,,,,kg,,,
snow-fall-led-lights-2,,,,,,,,Mulei-color,,US,,10pce SAVE $12,ZZQ101503-us*10,0.0,,deny,manual,87.80,19.96,true,false,"",,,,,,,,,,,,,,,,,,,,,kg,,,
snow-fall-led-lights-2,,,,,,,,Mulei-color,,US,,15pce SAVE $20,ZZQ101503-us*15,0.0,,deny,manual,129.70,19.96,true,false,"",,,,,,,,,,,,,,,,,,,,,kg,,,
snow-fall-led-lights-2,,,,,,,,Mulei-color,,UK,,1pce,ZZQ101503-uk,0.0,,deny,manual,9.98,19.96,true,false,"",,,,,,,,,,,,,,,,,,,,,kg,,,
snow-fall-led-lights-2,,,,,,,,Mulei-color,,UK,,5pce SAVE $5,ZZQ101503-uk*5,0.0,,deny,manual,44.90,19.96,true,false,"",,,,,,,,,,,,,,,,,,,,,kg,,,
snow-fall-led-lights-2,,,,,,,,Mulei-color,,UK,,10pce SAVE $12,ZZQ101503-uk*10,0.0,,deny,manual,87.80,19.96,true,false,"",,,,,,,,,,,,,,,,,,,,,kg,,,
snow-fall-led-lights-2,,,,,,,,Mulei-color,,UK,,15pce SAVE $20,ZZQ101503-uk*15,0.0,,deny,manual,129.70,19.96,true,false,"",,,,,,,,,,,,,,,,,,,,,kg,,,
snow-fall-led-lights-2,,,,,,,,Mulei-color,,AU,,1pce,ZZQ101503-au,0.0,,deny,manual,9.98,19.96,true,false,"",,,,,,,,,,,,,,,,,,,,,kg,,,
snow-fall-led-lights-2,,,,,,,,Mulei-color,,AU,,5pce SAVE $5,ZZQ101503-au*5,0.0,,deny,manual,44.90,19.96,true,false,"",,,,,,,,,,,,,,,,,,,,,kg,,,
snow-fall-led-lights-2,,,,,,,,Mulei-color,,AU,,10pce SAVE $12,ZZQ101503-au*10,0.0,,deny,manual,87.80,19.96,true,false,"",,,,,,,,,,,,,,,,,,,,,kg,,,
snow-fall-led-lights-2,,,,,,,,Mulei-color,,AU,,15pce SAVE $20,ZZQ101503-au*15,0.0,,deny,manual,129.70,19.96,true,false,"",,,,,,,,,,,,,,,,,,,,,kg,,,
snow-fall-led-lights-2,,,,,,,,Mulei-color,,EU,,1pce,ZZQ101503-eu,0.0,,deny,manual,9.98,19.96,true,false,"",,,,,,,,,,,,,,,,,,,,,kg,,,
snow-fall-led-lights-2,,,,,,,,Mulei-color,,EU,,5pce SAVE $5,ZZQ101503-eu*5,0.0,,deny,manual,44.90,19.96,true,false,"",,,,,,,,,,,,,,,,,,,,,kg,,,
snow-fall-led-lights-2,,,,,,,,Mulei-color,,EU,,10pce SAVE $12,ZZQ101503-eu*10,0.0,,deny,manual,87.80,19.96,true,false,"",,,,,,,,,,,,,,,,,,,,,kg,,,
snow-fall-led-lights-2,,,,,,,,Mulei-color,,EU,,15pce SAVE $20,ZZQ101503-eu*15,0.0,,deny,manual,129.70,19.96,true,false,"",,,,,,,,,,,,,,,,,,,,,kg,,,
